,filename,bcs,id
0,120_20201222_541.npy,375,120_20201222
1,120_20210112_897.npy,375,120_20210112
2,120_20210119_627.npy,350,120_20210119
3,120_20210126_847.npy,350,120_20210126
4,120_20210202_687.npy,350,120_20210202
5,120_20210209_568.npy,350,120_20210209
6,120_20210216_671.npy,350,120_20210216
7,120_20210223_589.npy,350,120_20210223
8,120_20210302_976.npy,350,120_20210302
9,122_20210126_717.npy,325,122_20210126
10,122_20210202_675.npy,325,122_20210202
11,122_20210209_932.npy,325,122_20210209
12,122_20210219_1378.npy,300,122_20210219
13,122_20210226_666.npy,300,122_20210226
14,122_20210305_789.npy,275,122_20210305
15,122_20210312_637.npy,275,122_20210312
16,122_20210319_607.npy,275,122_20210319
17,122_20210326_918.npy,275,122_20210326
18,122_20210402_841.npy,275,122_20210402
19,122_20210409_653.npy,275,122_20210409
20,131_20201222_1383.npy,375,131_20201222
21,131_20201229_568.npy,350,131_20201229
22,131_20210105_686.npy,350,131_20210105
23,131_20210119_661.npy,375,131_20210119
24,131_20210126_927.npy,350,131_20210126
25,131_20210202_671.npy,350,131_20210202
26,131_20210209_607.npy,350,131_20210209
27,131_20210216_787.npy,350,131_20210216
28,131_20210223_1046.npy,350,131_20210223
29,131_20210302_778.npy,350,131_20210302
30,131_20210309_683.npy,325,131_20210309
31,154_20210105_835.npy,350,154_20210105
32,154_20210112_1001.npy,350,154_20210112
33,154_20210119_705.npy,375,154_20210119
34,154_20210202_758.npy,375,154_20210202
35,154_20210209_481.npy,350,154_20210209
36,154_20210216_669.npy,375,154_20210216
37,154_20210223_864.npy,375,154_20210223
38,154_20210302_872.npy,375,154_20210302
39,154_20210309_658.npy,375,154_20210309
40,154_20210316_692.npy,375,154_20210316
41,154_20210323_709.npy,400,154_20210323
42,158_20210209_712.npy,400,158_20210209
43,158_20210216_584.npy,400,158_20210216
44,158_20210223_740.npy,425,158_20210223
45,158_20210305_584.npy,400,158_20210305
46,158_20210312_430.npy,375,158_20210312
47,158_20210319_728.npy,350,158_20210319
48,158_20210326_723.npy,350,158_20210326
49,158_20210402_789.npy,350,158_20210402
50,158_20210409_662.npy,350,158_20210409
51,158_20210416_743.npy,350,158_20210416
52,158_20210423_611.npy,300,158_20210423
53,163_20210316_731.npy,450,163_20210316
54,163_20210323_1152.npy,450,163_20210323
55,163_20210330_581.npy,450,163_20210330
56,163_20210413_854.npy,375,163_20210413
57,163_20210420_1056.npy,325,163_20210420
58,163_20210427_926.npy,350,163_20210427
59,163_20210504_662.npy,325,163_20210504
60,163_20210511_1059.npy,325,163_20210511
61,163_20210518_797.npy,325,163_20210518
62,163_20210525_611.npy,300,163_20210525
63,163_20210601_819.npy,300,163_20210601
64,165_20201229_572.npy,400,165_20201229
65,165_20210105_742.npy,400,165_20210105
66,165_20210119_565.npy,400,165_20210119
67,165_20210126_659.npy,375,165_20210126
68,165_20210202_777.npy,400,165_20210202
69,165_20210209_654.npy,375,165_20210209
70,165_20210216_617.npy,350,165_20210216
71,165_20210223_660.npy,375,165_20210223
72,165_20210302_693.npy,375,165_20210302
73,165_20210309_994.npy,375,165_20210309
74,168_20201222_532.npy,350,168_20201222
75,168_20210112_1127.npy,375,168_20210112
76,168_20210119_751.npy,325,168_20210119
77,168_20210126_720.npy,375,168_20210126
78,168_20210202_748.npy,375,168_20210202
79,168_20210209_691.npy,350,168_20210209
80,168_20210216_707.npy,375,168_20210216
81,168_20210223_740.npy,375,168_20210223
82,168_20210302_524.npy,350,168_20210302
83,170_20201229_464.npy,350,170_20201229
84,170_20210105_520.npy,375,170_20210105
85,170_20210119_705.npy,350,170_20210119
86,170_20210126_803.npy,325,170_20210126
87,170_20210202_705.npy,325,170_20210202
88,170_20210209_637.npy,325,170_20210209
89,170_20210216_544.npy,325,170_20210216
90,170_20210223_969.npy,300,170_20210223
91,170_20210302_684.npy,325,170_20210302
92,170_20210309_719.npy,350,170_20210309
93,173_20210223_757.npy,400,173_20210223
94,173_20210302_758.npy,375,173_20210302
95,173_20210309_652.npy,425,173_20210309
96,173_20210323_842.npy,425,173_20210323
97,173_20210330_712.npy,400,173_20210330
98,173_20210406_775.npy,375,173_20210406
99,173_20210413_954.npy,350,173_20210413
100,173_20210420_794.npy,350,173_20210420
101,173_20210427_763.npy,325,173_20210427
102,173_20210504_1260.npy,325,173_20210504
103,173_20210511_674.npy,325,173_20210511
104,7571_20210316_542.npy,425,7571_20210316
105,7571_20210323_845.npy,375,7571_20210323
106,7571_20210330_1472.npy,350,7571_20210330
107,7571_20210416_646.npy,325,7571_20210416
108,7571_20210423_396.npy,325,7571_20210423
109,7571_20210430_525.npy,325,7571_20210430
110,7571_20210507_1372.npy,325,7571_20210507
111,7571_20210514_659.npy,300,7571_20210514
112,7571_20210521_785.npy,300,7571_20210521
113,7571_20210528_600.npy,300,7571_20210528
114,7571_20210604_560.npy,300,7571_20210604
115,7718_20210309_830.npy,450,7718_20210309
116,7718_20210316_644.npy,425,7718_20210316
117,7718_20210323_688.npy,400,7718_20210323
118,7718_20210406_803.npy,400,7718_20210406
119,7718_20210413_836.npy,375,7718_20210413
120,7718_20210420_886.npy,375,7718_20210420
121,7718_20210427_724.npy,350,7718_20210427
122,7718_20210504_770.npy,325,7718_20210504
123,7718_20210511_770.npy,325,7718_20210511
124,7718_20210518_768.npy,350,7718_20210518
125,7718_20210525_773.npy,350,7718_20210525
126,7727_20201229_383.npy,375,7727_20201229
127,7727_20210105_900.npy,400,7727_20210105
128,7727_20210112_1073.npy,375,7727_20210112
129,7727_20210126_657.npy,350,7727_20210126
130,7727_20210202_626.npy,350,7727_20210202
131,7727_20210209_693.npy,350,7727_20210209
132,7727_20210216_785.npy,325,7727_20210216
133,7727_20210223_885.npy,325,7727_20210223
134,7727_20210302_616.npy,300,7727_20210302
135,7727_20210309_743.npy,300,7727_20210309
136,7727_20210316_756.npy,275,7727_20210316
137,7757_20201222_637.npy,300,7757_20201222
138,7757_20210112_569.npy,325,7757_20210112
139,7757_20210119_827.npy,250,7757_20210119
140,7757_20210126_703.npy,275,7757_20210126
141,7757_20210202_815.npy,250,7757_20210202
142,7757_20210209_573.npy,275,7757_20210209
143,7757_20210216_776.npy,275,7757_20210216
144,7757_20210223_642.npy,300,7757_20210223
145,7757_20210302_698.npy,275,7757_20210302
146,7761_20210216_587.npy,350,7761_20210216
147,7761_20210223_634.npy,375,7761_20210223
148,7761_20210302_678.npy,375,7761_20210302
149,7761_20210309_931.npy,325,7761_20210309
150,7761_20210316_824.npy,325,7761_20210316
151,7761_20210323_689.npy,300,7761_20210323
152,7761_20210330_886.npy,300,7761_20210330
153,7761_20210406_912.npy,275,7761_20210406
154,7761_20210413_682.npy,300,7761_20210413
155,7761_20210420_608.npy,275,7761_20210420
156,7761_20210427_822.npy,275,7761_20210427
157,7783_20201222_654.npy,350,7783_20201222
158,7783_20210112_934.npy,300,7783_20210112
159,7783_20210119_659.npy,275,7783_20210119
160,7783_20210126_754.npy,300,7783_20210126
161,7783_20210202_595.npy,275,7783_20210202
162,7783_20210209_614.npy,300,7783_20210209
163,7783_20210216_752.npy,300,7783_20210216
164,7783_20210223_663.npy,300,7783_20210223
165,7791_20210309_678.npy,425,7791_20210309
166,7791_20210316_674.npy,425,7791_20210316
167,7791_20210330_1111.npy,400,7791_20210330
168,7791_20210406_794.npy,375,7791_20210406
169,7791_20210413_812.npy,350,7791_20210413
170,7791_20210420_1188.npy,300,7791_20210420
171,7791_20210427_730.npy,300,7791_20210427
172,7791_20210504_889.npy,300,7791_20210504
173,7791_20210511_1126.npy,275,7791_20210511
174,7791_20210518_769.npy,300,7791_20210518
175,7889_20210309_627.npy,400,7889_20210309
176,7889_20210316_853.npy,375,7889_20210316
177,7889_20210323_655.npy,350,7889_20210323
178,7889_20210413_854.npy,300,7889_20210413
179,7889_20210420_583.npy,300,7889_20210420
180,7889_20210427_669.npy,300,7889_20210427
181,7889_20210504_724.npy,300,7889_20210504
182,7889_20210511_1280.npy,300,7889_20210511
183,7889_20210518_1067.npy,300,7889_20210518
184,7889_20210525_650.npy,300,7889_20210525
185,7889_20210601_834.npy,300,7889_20210601
186,7973_20210209_573.npy,350,7973_20210209
187,7973_20210216_549.npy,325,7973_20210216
188,7974_20201222_561.npy,325,7974_20201222
189,7974_20210112_697.npy,325,7974_20210112
190,7974_20210119_881.npy,325,7974_20210119
191,7974_20210126_737.npy,325,7974_20210126
192,7974_20210202_670.npy,300,7974_20210202
193,7974_20210209_779.npy,300,7974_20210209
194,7974_20210216_632.npy,300,7974_20210216
195,7974_20210223_688.npy,300,7974_20210223
196,7974_20210302_818.npy,275,7974_20210302
197,8008_20201223_853.npy,400,8008_20201223
198,8008_20201229_601.npy,375,8008_20201229
199,8008_20210105_828.npy,350,8008_20210105
200,8008_20210115_962.npy,350,8008_20210115
201,8008_20210122_719.npy,350,8008_20210122
202,8008_20210129_816.npy,325,8008_20210129
203,8008_20210205_845.npy,325,8008_20210205
204,8008_20210212_504.npy,300,8008_20210212
205,8008_20210219_636.npy,300,8008_20210219
206,8008_20210226_622.npy,275,8008_20210226
207,8008_20210305_676.npy,300,8008_20210305
208,8017_20210202_470.npy,375,8017_20210202
209,8017_20210209_828.npy,350,8017_20210209
210,8017_20210216_765.npy,350,8017_20210216
211,8017_20210305_791.npy,350,8017_20210305
212,8017_20210312_678.npy,300,8017_20210312
213,8017_20210319_794.npy,275,8017_20210319
214,8017_20210326_792.npy,275,8017_20210326
215,8017_20210402_844.npy,275,8017_20210402
216,8017_20210409_921.npy,275,8017_20210409
217,8017_20210416_435.npy,250,8017_20210416
218,8017_20210423_527.npy,250,8017_20210423
219,8059_20210223_850.npy,425,8059_20210223
220,8059_20210302_853.npy,425,8059_20210302
221,8059_20210309_817.npy,450,8059_20210309
222,8059_20210323_797.npy,450,8059_20210323
223,8059_20210330_696.npy,375,8059_20210330
224,8059_20210406_592.npy,375,8059_20210406
225,8059_20210413_678.npy,375,8059_20210413
226,8059_20210420_860.npy,350,8059_20210420
227,8059_20210427_708.npy,350,8059_20210427
228,8059_20210504_1404.npy,325,8059_20210504
229,8059_20210511_525.npy,325,8059_20210511
230,8062_20210302_680.npy,400,8062_20210302
231,8062_20210309_1035.npy,400,8062_20210309
232,8062_20210316_792.npy,400,8062_20210316
233,8062_20210406_652.npy,400,8062_20210406
234,8062_20210413_752.npy,350,8062_20210413
235,8062_20210420_885.npy,350,8062_20210420
236,8062_20210427_709.npy,350,8062_20210427
237,8062_20210504_1209.npy,350,8062_20210504
238,8062_20210511_938.npy,350,8062_20210511
239,8062_20210518_694.npy,350,8062_20210518
240,8062_20210525_623.npy,350,8062_20210525
241,8064_20210112_639.npy,400,8064_20210112
242,8064_20210119_580.npy,375,8064_20210119
243,8064_20210126_1225.npy,425,8064_20210126
244,8064_20210209_1007.npy,375,8064_20210209
245,8064_20210216_581.npy,350,8064_20210216
246,8064_20210223_722.npy,350,8064_20210223
247,8064_20210302_743.npy,350,8064_20210302
248,8064_20210309_1222.npy,350,8064_20210309
249,8064_20210316_495.npy,350,8064_20210316
250,8064_20210323_725.npy,350,8064_20210323
251,8064_20210330_856.npy,350,8064_20210330
252,8069_20210105_696.npy,375,8069_20210105
253,8069_20210112_719.npy,375,8069_20210112
254,8069_20210119_637.npy,350,8069_20210119
255,8069_20210209_582.npy,300,8069_20210209
256,8069_20210216_647.npy,300,8069_20210216
257,8069_20210223_702.npy,300,8069_20210223
258,8069_20210302_954.npy,300,8069_20210302
259,8069_20210309_916.npy,300,8069_20210309
260,8069_20210316_678.npy,275,8069_20210316
261,8069_20210323_1267.npy,275,8069_20210323
262,8069_20210330_779.npy,300,8069_20210330
263,8072_20210126_603.npy,375,8072_20210126
264,8072_20210202_685.npy,375,8072_20210202
265,8072_20210209_797.npy,375,8072_20210209
266,8072_20210223_1002.npy,350,8072_20210223
267,8072_20210302_814.npy,350,8072_20210302
268,8072_20210309_725.npy,300,8072_20210309
269,8072_20210316_616.npy,300,8072_20210316
270,8072_20210323_874.npy,300,8072_20210323
271,8072_20210330_1010.npy,300,8072_20210330
272,8072_20210406_616.npy,275,8072_20210406
273,8072_20210413_778.npy,275,8072_20210413
274,8076_20210209_580.npy,425,8076_20210209
275,8076_20210216_681.npy,450,8076_20210216
276,8076_20210302_669.npy,425,8076_20210302
277,8076_20210309_693.npy,450,8076_20210309
278,8076_20210316_981.npy,450,8076_20210316
279,8076_20210323_1090.npy,425,8076_20210323
280,8076_20210330_854.npy,425,8076_20210330
281,8076_20210406_975.npy,375,8076_20210406
282,8076_20210413_764.npy,375,8076_20210413
283,8076_20210420_1098.npy,375,8076_20210420
284,8081_20210126_584.npy,375,8081_20210126
285,8081_20210202_863.npy,375,8081_20210202
286,8083_20210105_501.npy,350,8083_20210105
287,8083_20210112_756.npy,350,8083_20210112
288,8083_20210119_623.npy,325,8083_20210119
289,8083_20210202_578.npy,300,8083_20210202
290,8083_20210209_538.npy,325,8083_20210209
291,8083_20210216_576.npy,275,8083_20210216
292,8083_20210223_965.npy,275,8083_20210223
293,8083_20210302_718.npy,275,8083_20210302
294,8083_20210309_501.npy,275,8083_20210309
295,8083_20210316_778.npy,275,8083_20210316
296,8083_20210323_1149.npy,250,8083_20210323
297,8089_20210126_709.npy,350,8089_20210126
298,8089_20210202_604.npy,350,8089_20210202
299,8089_20210209_628.npy,350,8089_20210209
300,8089_20210226_714.npy,325,8089_20210226
301,8089_20210305_841.npy,300,8089_20210305
302,8089_20210312_635.npy,300,8089_20210312
303,8089_20210319_729.npy,300,8089_20210319
304,8089_20210326_603.npy,275,8089_20210326
305,8089_20210402_763.npy,300,8089_20210402
306,8089_20210409_819.npy,275,8089_20210409
307,8089_20210416_719.npy,275,8089_20210416
308,8119_20210105_815.npy,325,8119_20210105
309,8119_20210112_696.npy,325,8119_20210112
310,8119_20210119_536.npy,325,8119_20210119
311,8119_20210205_854.npy,300,8119_20210205
312,8119_20210212_678.npy,300,8119_20210212
313,8119_20210219_624.npy,300,8119_20210219
314,8119_20210226_545.npy,275,8119_20210226
315,8119_20210305_994.npy,325,8119_20210305
316,8119_20210312_437.npy,300,8119_20210312
317,8119_20210319_627.npy,325,8119_20210319
318,8119_20210326_775.npy,350,8119_20210326
319,8122_20210223_827.npy,375,8122_20210223
320,8122_20210302_737.npy,350,8122_20210302
321,8122_20210309_782.npy,375,8122_20210309
322,8122_20210319_689.npy,350,8122_20210319
323,8122_20210326_881.npy,350,8122_20210326
324,8122_20210402_876.npy,300,8122_20210402
325,8122_20210409_663.npy,300,8122_20210409
326,8122_20210416_1007.npy,275,8122_20210416
327,8122_20210423_602.npy,275,8122_20210423
328,8122_20210430_645.npy,250,8122_20210430
329,8122_20210507_556.npy,275,8122_20210507
330,8194_20210216_1008.npy,425,8194_20210216
331,8194_20210223_801.npy,425,8194_20210223
332,8194_20210302_952.npy,425,8194_20210302
333,8194_20210312_481.npy,400,8194_20210312
334,8194_20210319_685.npy,425,8194_20210319
335,8194_20210326_759.npy,375,8194_20210326
336,8194_20210402_786.npy,375,8194_20210402
337,8194_20210409_611.npy,375,8194_20210409
338,8194_20210416_521.npy,375,8194_20210416
339,8194_20210423_400.npy,350,8194_20210423
340,8194_20210430_1015.npy,350,8194_20210430
341,8222_20210309_880.npy,350,8222_20210309
342,8222_20210316_643.npy,350,8222_20210316
343,8222_20210323_803.npy,325,8222_20210323
344,8222_20210402_748.npy,300,8222_20210402
345,8222_20210409_925.npy,275,8222_20210409
346,8222_20210416_672.npy,275,8222_20210416
347,8222_20210423_433.npy,250,8222_20210423
348,8222_20210430_661.npy,250,8222_20210430
349,8222_20210507_653.npy,250,8222_20210507
350,8222_20210514_510.npy,250,8222_20210514
351,8222_20210521_713.npy,250,8222_20210521
352,8317_20210216_864.npy,375,8317_20210216
353,8317_20210223_715.npy,350,8317_20210223
354,8317_20210302_619.npy,350,8317_20210302
355,8317_20210319_942.npy,325,8317_20210319
356,8317_20210326_554.npy,325,8317_20210326
357,8317_20210402_780.npy,300,8317_20210402
358,8317_20210409_891.npy,300,8317_20210409
359,8317_20210416_677.npy,275,8317_20210416
360,8317_20210423_576.npy,250,8317_20210423
361,8317_20210430_735.npy,275,8317_20210430
362,8317_20210507_707.npy,275,8317_20210507
363,8322_20201222_787.npy,325,8322_20201222
364,8322_20201229_594.npy,350,8322_20201229
365,8322_20210105_381.npy,350,8322_20210105
366,8322_20210119_853.npy,325,8322_20210119
367,8322_20210126_665.npy,325,8322_20210126
368,8322_20210202_843.npy,300,8322_20210202
369,8322_20210209_628.npy,300,8322_20210209
370,8322_20210216_649.npy,300,8322_20210216
371,8322_20210223_738.npy,300,8322_20210223
372,8322_20210302_646.npy,275,8322_20210302
373,8322_20210309_773.npy,300,8322_20210309
374,8339_20210223_703.npy,425,8339_20210223
375,8339_20210302_622.npy,425,8339_20210302
376,8339_20210309_709.npy,425,8339_20210309
377,8339_20210323_810.npy,375,8339_20210323
378,8339_20210330_697.npy,350,8339_20210330
379,8339_20210406_654.npy,350,8339_20210406
380,8339_20210413_1017.npy,300,8339_20210413
381,8339_20210420_1546.npy,275,8339_20210420
382,8339_20210427_1130.npy,300,8339_20210427
383,8339_20210504_748.npy,300,8339_20210504
384,8339_20210511_920.npy,275,8339_20210511
385,8349_20210126_718.npy,450,8349_20210126
386,8349_20210202_752.npy,425,8349_20210202
387,8349_20210209_729.npy,425,8349_20210209
388,8349_20210223_614.npy,400,8349_20210223
389,8349_20210302_891.npy,375,8349_20210302
390,8349_20210309_595.npy,375,8349_20210309
391,8349_20210316_702.npy,350,8349_20210316
392,8349_20210323_716.npy,325,8349_20210323
